id,organization,locations_id,employees_id,sectors_id
144485,Ökologisch-Demokratische Partei  LV Berlin,217,11.0,26.0
144356,Ökologisch-Demokratische Partei  ÖDP,786,11.0,26.0
36824,Ökomarkt Verbraucher- und Agrarberatung e.V.,287,2.0,7.0
14678,Ökoring Handels GmbH,638,6.0,38.0
44858,Oktoberdruck AG,210,2.0,28.0
36947,Oliver Kirchhof,473,1.0,7.0
41902,Oliver Tunnat,375,1.0,7.0
14679,Omnicert Umweltgutachter GmbH,775,2.0,7.0
64664,Onze-Lieve-Vrouwekathedraal Antwerpen,167,3.0,37.0
14778,Organiced Kitchen,220,3.0,37.0
22589,Organisationsberatung Annelen Schulze Höing,257,1.0,7.0
37748,Otto Raich,51,1.0,7.0
14716,Outward Bound gGmbH,728,2.0,16.0
44860,OWUS Berlin-Brandenburg e.V.,209,1.0,2.0
72205,P1 Consulting GmbH,379,2.0,7.0
14782,PAP Pongauer ArbeitsProjekt,82,4.0,16.0
40111,PAPERBOATS Lenja Rother,285,1.0,7.0
30305,PARITÄTISCHE Sozialpsychiatrisches Zentrum München gGmbH,629,5.0,16.0
14680,Parkhotel Frank,723,5.0,37.0
59402,Parktheater Eindhoven,920,5.0,1.0
92479,Pauma,828,1.0,26.0
14741,PCH-Fischer GmbH & Co. KG,498,1.0,7.0
14697,Pelzl Beratung & Umsetzung,342,1.0,7.0
96610,peppair GmbH,737,1.0,7.0
44864,PersonalDock GmbH,306,2.0,15.0
19534,Perspektivatelier,6,1.0,7.0
36677,Peter Eschner,13,1.0,7.0
14681,Peter Frank,557,1.0,7.0
14682,Peter Weiss Stiftung (PWS)Literaturfestival,206,2.0,28.0
25426,Petersilchen GmbH,370,5.0,25.0
92357,Piben Fruits,816,\N,26.0
44173,Pineta Hotels,889,4.0,37.0
126556,Pineta Nature Resort Srl,888,4.0,37.0
14951,Pizzinini Busreisen,900,4.0,8.0
27430,Pizzinini Mobility GmbH,900,2.0,39.0
124379,Planungsbüro Drobka GmbH,273,3.0,33.0
92423,Playamar y Turismo,803,\N,26.0
79534,playfulmind GmbH,781,1.0,7.0
30768,Points Gesellschaft für digitale Informationssysteme mbH,538,3.0,9.0
14683,Polarstern,604,3.0,12.0
150465,Polarstern GmbH,604,4.0,12.0
85373,POLIFANT Stuttgart gGmbH,553,6.0,10.0
92451,Pou de Beca,814,\N,26.0
96975,PRÄSENTATIONSWERK,511,1.0,7.0
14727,Praxisgemeinschaft AMEDEA,711,1.0,16.0
14867,Praxisgemeinschaft Fridolfing,660,3.0,27.0
132125,presigno GmbH,437,2.0,22.0
14907,Prior1 GmbH,485,4.0,6.0
14908,Private Hortgruppe Mobile,115,2.0,16.0
14753,Privatpraxis für Psychotherapie und Supervision,430,1.0,7.0
111664,Pro Basketball Göttingen GmbH,406,4.0,34.0
90862,Pro Raum GmbH,461,1.0,8.0
64591,PRO-PLAN GmbH,108,2.0,12.0
127454,pro… gemeinsam bauen und leben eG,538,2.0,6.0
143246,PROCESS-M GmbH,11,1.0,7.0
92401,Produccions Metrònoms S.L.,812,\N,26.0
40588,ProEngeno GmbH & Co. KG,332,2.0,12.0
36684,Prof. Dr. Bernd Fittkau,307,1.0,7.0
40119,Prof. Dr. Bernd Hümmer,761,\N,7.0
120252,Profilwerkstatt GmbH,521,5.0,22.0
14710,Proiectio,521,1.0,7.0
40298,PROMA Versicherungsmakler GmbH & Co.KG,750,3.0,13.0
99328,prosa Architektur+Stadtplanung BDA,519,3.0,6.0
151681,pusch & Partner,318,\N,\N
21191,Qaizen GmbH,433,1.0,7.0
30309,qnipp GmbH,141,2.0,9.0
44867,Quartiermeister – korrekter Konsum GmbH,233,2.0,38.0
44869,Quatsch mit Soße – Stefanie Griesse,355,1.0,37.0
36830,QuintLog e.U.,2,1.0,7.0
38704,R.U.S.Z. Franchising GmbH,11,3.0,8.0
44871,RABOLD UND CO. e.U.,143,2.0,7.0
40880,Rad-Hof Erfurt,791,1.0,37.0
29769,Radio München gUG,623,2.0,23.0
32904,Radio Next Generation GmbH & Co. KG (Sender egoFM),611,3.0,23.0
80067,"radius UG, Ihr Fahrrad-Kurier in Würzburg",786,2.0,39.0
35304,Rahm Projektmanagement Schlüsselfertigbau GmbH,542,\N,6.0
56171,Raidboxes GmbH,453,4.0,9.0
14711,Raiffeisenbank Lech am Arlberg eGen,123,3.0,13.0
82244,Raiffeisenbank Region St. Pölten eGen,31,6.0,4.0
14700,Randegger Ottilien-Quelle GmbH,580,3.0,25.0
36834,RARENA Dr. Ralf Resch Nachhaltigkeitsberatung,426,1.0,7.0
37746,Raum für Bewusst Sein GmbH,182,1.0,7.0
36543,RAUM.WERTcc DIin Ursula Spannberger,62,1.0,6.0
14968,RAUM.WERTcc Ursula Spannberger,62,1.0,6.0
44771,Raumausstatter Hegemann,456,2.0,8.0
124736,Rauszeit Agentur,177,1.0,7.0
44874,ray facility management group Nils Bogdol GmbH,459,5.0,30.0
126876,rebio Regionale BIOLAND-Erzeugergemeinschaft GmbH,558,4.0,25.0
33861,Reformhaus Mayr e.K.,615,5.0,38.0
23715,Regensburg Tourismus GmbH (RTG),774,4.0,29.0
14684,Regina Sörgel,772,1.0,10.0
68219,Regionaldirektion Martin Bantle e.K.,583,2.0,18.0
14909,Regionalenergie Osttirol reg. Gen. m.b.H.,164,2.0,12.0
30153,Regionalkollektiv eG,670,2.0,25.0
29660,REGIOS EG,645,2.0,13.0
36662,Reinhard Decker  Unternehmensberater,127,1.0,7.0
53438,Reishofers Pasch UG,665,\N,7.0
19282,Remedia di Satanassi & Bosch Società Agricola S.S.,905,4.0,25.0
82902,renergie Allgäu e.V.,715,3.0,7.0
90814,REUTER × BOBETH,228,2.0,22.0
29753,ReWiG München eG,624,2.0,33.0
14924,Reyerhof,546,2.0,25.0
122149,Rheinsberger Preussenquelle GmbH,277,3.0,25.0
118851,Rieder.Steuer.Beratung,86,2.0,14.0
127451,Robi Wache Architekten GmbH,539,2.0,6.0
150945,Rofin Gewerbepark Eberswalde,274,2.0,30.0
14970,rolf dingethal organisations- und managemententwicklung,554,1.0,7.0
87389,Rolf Schanz Gmbh – Schanz Bänder,559,2.0,17.0
29832,Roseli Gonzalves,339,1.0,7.0
83738,RÖSTTROMMEL GMBH KAFFEERÖSTEREI,755,4.0,38.0
35305,Rosy Green Wool GbR – Rosmary Stegmann und Patrick Gruban,607,\N,38.0
55440,Rudolf Eckel Federnfabrik,493,4.0,17.0
44937,Rudolf Steiner Haus Hamburg e.V.,284,2.0,2.0
130935,RUNA REISEN GmbH,381,3.0,37.0
92345,Ruth Palomero S.L.,856,\N,26.0
14944,Sabine Lehner – MARKENwerkstatt,62,1.0,7.0
35671,SÄBU Holzbau GmbH,727,4.0,6.0
14868,Sachranger Dorfladen UG,650,1.0,38.0
20289,Sächsische Aufbaubank – Förderbank,197,12.0,4.0
35306,SAD Nahverkehr AG,903,\N,39.0
44178,Sadesign SNC,892,2.0,33.0
126578,Sadesign SNC,892,3.0,38.0
14925,Samariterstiftung,566,12.0,16.0
14910,Sanoll,113,2.0,34.0
17818,Saphenus Medical Technology GmbH,40,2.0,24.0
92407,SAPIENS ENERGÍA COOP. V.,862,\N,26.0
44939,satis&fy AG,504,6.0,26.0
36838,sattler energie consulting gmbh,57,2.0,7.0
44942,Schachinger Logistik Holding GmbH,47,12.0,39.0
14982,Schachtelhalm UG,412,2.0,38.0
14869,Schäfer Installationen,369,2.0,8.0
126130,Schamong GmbH & Co. KG,469,3.0,25.0
73570,SCHELP MEDIATION,355,1.0,33.0
30083,SCHINDEL UND HOLZ,164,5.0,6.0
36845,schink-kantoku,214,1.0,7.0
44946,Schirnhofer Gesellschaft m.b.H.,154,12.0,25.0
30380,Schlaraffenburger Streuobstagentur,518,2.0,25.0
20441,Schloss Blumenthal Gmbh & Co. KG,703,4.0,37.0
87413,Schloss Hamborn Rudolf Steiner Werkgemeinschaft e.V.,377,6.0,16.0
14914,Schloss Tempelhof eG,574,2.0,30.0
152355,Schlosshotel & Gasthaus Blumenthal GmbH & Co. KG,703,4.0,37.0
39550,Schmedshof,403,1.0,25.0
93954,Schöberl & Pöll GmbH,2,2.0,6.0
14730,Schubert Bio & Vollwert Bäckerei GmbH & Co KG,689,6.0,25.0
112013,Schulte Verpackungs-Systeme GmbH,500,5.0,28.0
115631,Schütte Baumarkt GmbH & Roggan KG,348,4.0,38.0
33863,"Schwabinger Automobil Haus, Gebr. Herrmann GmbH & Co KG",611,1.0,26.0
90359,Schwarzer Business Quality,400,1.0,7.0
25346,Schwarzseher GmbH,331,2.0,22.0
93101,sd vybrant GmbH,609,2.0,21.0
92405,Seco Durán S.L.,837,\N,26.0
129598,Secur Solutions GmbH,637,6.0,33.0
14996,Sehen und Hören Maurer GmbH,87,3.0,38.0
14912,Seifenmanufaktur-Neururer gmbh,114,1.0,34.0
25101,Seiwald KG des Seiwald Klaus & Co.,895,3.0,39.0
41057,SEKEM Holding for Investment S.A.E. 3,235,12.0,25.0
14939,Seminarhaus deinsdorf e.V.,769,2.0,10.0
56033,Sempact AG,705,2.0,7.0
55129,Seniorenzentrum Göttingen gGmbH,407,6.0,16.0
92441,Seniors Vida Sostenible,796,\N,26.0
124371,senne products GmbH,376,5.0,26.0
24893,SERBUS KG des Christof Haidacher & Co.,897,5.0,39.0
36869,SERI Nachhaltigkeitsforschungs und –kommunikations GmbH,758,3.0,7.0
44711,Service für Haus & Garten Markus Brandl,146,1.0,8.0
14870,SES Stadtentwässerung Stuttgart,534,12.0,29.0
32906,SFP Architekten GmbH,539,3.0,6.0
92415,Shine Psicología y Coaching S.L,840,\N,26.0
41402,siebold/hamburg messebau gmbh,310,4.0,33.0
25016,Silbernagl Markus GmbH,899,3.0,39.0
127444,silberzebra gmbh,591,2.0,9.0
24903,SiMobil GmbH,899,5.0,39.0
19542,Simon Brechel Nachhaltigkeitsmanagement,520,1.0,7.0
90090,Simon Veith | Nachhaltige Fotografie,465,1.0,23.0
29802,sinnovation – nachhaltig entwickeln,475,1.0,7.0
36997,sinnwerkstatt Medienagentur GmbH,233,2.0,23.0
118507,SK SESSELKAMPAGNE GmbH,466,2.0,38.0
37715,Smaranda Beate Keller Smart Work Design,625,1.0,7.0
25344,smile! Solutions GmbH,221,2.0,33.0
14731,Snehotta Pflegeteam,696,2.0,16.0
127018,Snehotta Pflegeteam,696,6.0,33.0
72960,Società Mutua Piemonte ETS,874,2.0,16.0
126590,Società Mutua Piemonte ETS,872,2.0,16.0
14965,SODI – Solidaritätsdienst International e. V.,213,2.0,26.0
92431,Solange A. Ottonello Tuya,833,\N,26.0
143248,SOLAR 4 YOU Consulting Ges.m.b.H.,21,2.0,6.0
124375,SOLVIS GmbH,416,6.0,17.0
101562,Sommerland YogaKultur Erbach,746,1.0,34.0
14734,Sonnendruck GmbH,531,3.0,28.0
14708,Sonnentor Kräuterhandelsgesellschaft mbH,43,12.0,25.0
14871,Sotronik GmbH,190,2.0,11.0
14927,soulproducts GmbH,239,4.0,26.0
36756,SOUND STRATEGY e.U.,14,1.0,7.0
45839,Soziale Initiative gem. GmbH,50,12.0,16.0
14686,SozKom,157,4.0,10.0
14687,Sparda-Bank München eG,602,12.0,13.0
21623,Sparkasse Berchtesgadener Land,662,12.0,4.0
44951,SPES GmbH,53,4.0,32.0
14688,Spider Netzwerk und Software GmbH,569,2.0,9.0
37060,SpielScheune der Geschichten,294,2.0,16.0
47819,Spielzeugmuseum,752,2.0,1.0
101570,SPINDLER Dachdeckerei-Spenglerei GmbH,673,3.0,8.0
14997,Spitalstiftung Konstanz,584,6.0,16.0
53621,Sport Wolf,92,1.0,38.0
81881,Sportvereinigung Feuerbach 1883 e.V.,544,4.0,34.0
14913,SpreeTrain  Consulting,244,2.0,7.0
44953,Sroka Stahl- und Anlagenbau U.G. & Co. KG,272,2.0,17.0
14872,St Elisabeth-Verein e.V. Marburg Berufliche Bildung (StEEB),395,2.0,16.0
37182,St. Gereon Seniorendienste gemeinnützige GmbH,429,3.0,16.0
14794,St. Virgil Salzburg,63,4.0,37.0
34879,St.Rochus-Apotheke,370,4.0,16.0
145504,St.Rochus-Apotheke,370,3.0,16.0
139376,"Stadtentwässerungsbetriebe Köln, AöR",476,8.0,26.0
131820,Städtische Forggensee-Schifffahrt Füssen Eigenbetrieb der Stadt Füssen,726,3.0,39.0
14709,Stadtmobil Rhein-Neckar AG,526,4.0,39.0
95454,Stadtmobil Südbaden AG,588,3.0,39.0
77444,Stadtreinigung Hamburg,292,12.0,26.0
34944,Stadtteilzentrum Steglitz e.V,243,6.0,26.0
15717,Stadtverwaltung Steinheim,370,5.0,29.0
15525,"Stadtwerke Kufstein GmbH, Wasserabteilunge",102,2.0,29.0
14980,Stadtwerke Marburg GmbH,392,12.0,12.0
112046,Stadtwerke Menden GmbH,502,6.0,12.0
77849,Stadtwerke München GmbH,613,4.0,12.0
14701,"Stadtwerke München GmbH, Geschäftsbereich Bäder",613,6.0,34.0
126525,Stadtwerke Neumarkt i.d.OPf. Energie GmbH,773,6.0,12.0
126529,Stadtwerke Neumarkt i.d.OPf. Freizeit & Leben KU,773,4.0,29.0
157024,Stanova Stanztechnik GmbH,223,2.0,20.0
36872,STEAUF Stefanie Aufleger,583,1.0,7.0
40573,STEAUF-Werkstatt,583,1.0,7.0
23250,Stefan Wladarsch,780,1.0,7.0
14971,Steinbeis-Transferzentrum ZEN,591,1.0,7.0
14873,Steinbildhauerei Vincent,498,1.0,8.0
25029,Steiner Touring GmbH,895,12.0,39.0
30147,Steinmetz Braun GmbH,671,2.0,8.0
106552,step GbR,350,2.0,7.0
44957,Sterntalerhof – Verein für ganzheitliche Lebensbegleitung,144,3.0,16.0
96973,Steuerberatungskanzlei Berkelmann,460,2.0,14.0
15515,Steuerkanzlei Heinrich,529,2.0,33.0
96622,Steuerkanzlei Pfann,691,2.0,14.0
37370,Steuerkanzlei Uwe K.Eberhardt,585,2.0,14.0
78247,stg – Die MitarbeiterBerater GmbH,764,2.0,33.0
63662,Stiegl-Gut Wildshut GmbH,61,3.0,37.0
14874,Stierlin Holz am Bau GmbH,188,2.0,8.0
129757,Stiftung Gemeinwohl-Ökonomie NRW,366,1.0,26.0
45950,Stiftung Praktischer Umweltschutz Schweiz – Pusch,183,4.0,26.0
106945,Stiftung Theologische Hochschule Reutlingen der Evangelisch-methodistischen Kirche,567,3.0,10.0
35307,"Stimmumschwung, Hayo Keckeis, Wilhermsdorf",770,\N,1.0
133268,STL srl sb,882,3.0,38.0
87391,Strobel AG,766,4.0,28.0
35308,Strom vom Dach,105,\N,12.0
87416,Struck-Leuchten GmbH & Co. KG,370,5.0,22.0
129593,STUDIO | STADT | REGION – Förster Kurz Architekten & Stadtplaner Partnerschaft mbB,609,3.0,6.0
67263,Stuttgarter Bäder,533,12.0,1.0
92477,Subbética Ecológica,819,1.0,26.0
94655,subject:RESOUL AG,230,2.0,7.0
44961,sun.e-solution GmbH,166,2.0,11.0
92453,Supernaranjas,815,\N,26.0
152117,Superuse Studios NL BV,915,2.0,6.0
14932,"Susanne Dahncke, Coaching für Querdenker",296,1.0,7.0
17165,swapwork UG (haftungsbeschränkt),208,1.0,26.0
14689,Synthro,487,2.0,7.0
154460,Szene – Verein zur Förderung der Kultur,62,3.0,1.0
25020,Taferner GmbH,896,4.0,39.0
38145,TAGWERK Großhandel für Naturkost GmbH,687,2.0,38.0
14707,Taifun-Tofu GmbH,592,6.0,25.0
44963,Talents4Good GmbH,207,2.0,15.0
14986,Tannerhof GmbH & Co.KG,668,4.0,37.0
37564,Tanzschule Schwebach,16,2.0,33.0
14875,Taoasis GmbH Natur Duft Manufaktur,367,4.0,16.0
68530,TAOASIS GmbH Natur Duft Manufaktur,368,4.0,5.0
129596,TARABAO Bio.Fair.Direkt GmbH,628,3.0,38.0
37001,taz Verlags u. Vertriebs GmbH,232,12.0,23.0
14853,Team Christian Felber,8,2.0,7.0
76898,Team23 GmbH,689,5.0,19.0
30156,Techgenossen eG,628,2.0,9.0
39029,Technischen Hochschule Nürnberg Georg Simon Ohm,760,12.0,10.0
78432,TECTUM GmbH,131,4.0,6.0
126584,Tenero Consulting sas,884,1.0,40.0
144919,Tepui Energy UG,424,1.0,7.0
62100,TESD GmbH,743,1.0,9.0
25351,tetrateam – Nachhaltige Konzepte OHG,228,1.0,18.0
50520,Textlandia Sibylle Reuter,421,1.0,7.0
41216,The Camphill School,929,6.0,10.0
112211,The Changer GmbH,237,2.0,33.0
92473,The Circular Project,820,1.0,26.0
106276,The New School for Information Services,912,3.0,10.0
45841,Theater ecce,62,2.0,1.0
35273,"Theater Salz+Pfeffer, Nürnberg",756,2.0,1.0
14751,TherapieZeitRaum,360,3.0,16.0
14934,Think fresh,401,1.0,7.0
14713,Thomas Henne,731,1.0,7.0
44779,"Thomas Huber, Bauernhof „Kripp“",95,1.0,25.0
14981,"Thomas Mönius, Gemeinwohlberater",753,1.0,7.0
115472,Thomas Schanz Solutions,185,1.0,7.0
47041,Thomas Uloth Unternehmensberatung,208,1.0,7.0
98829,Thomas Uloth Unternehmensberatung,208,1.0,7.0
155753,Thomas Uloth Unternehmensberatung,208,1.0,7.0
14969,Tim Weinert,541,1.0,7.0
40968,Tischlein Deck Dich e. V.,575,2.0,37.0
27432,TLB GmbH,117,2.0,39.0
47141,TOFU Manufaktur Christian Nagel GmbH,327,2.0,25.0
56881,Topp Textil GmbH,716,5.0,36.0
131835,Tourismusverband Ostallgäu e.V.,725,2.0,37.0
14806,Tourismusverband Wilder Kaiser,106,4.0,37.0
14811,Trafik Doppelhammer,104,2.0,38.0
33859,Transition Woods gGmbH,609,2.0,25.0
92439,Trasub La Vila S.L.,798,\N,26.0
133348,Treebu Srl società benefit,886,2.0,25.0
91324,TRESS Brüder (TRESS Lebensmittel GmbH & Co. KG & Tress Gastronomie GmbH & Co. KG),564,5.0,37.0
36883,Trigon Entwicklungsberatung registrierte Genossenschaft mit beschränkter Haftung,147,2.0,7.0
14690,Trumer Privatbrauerei,70,4.0,25.0
40976,Tut-All Software GmbH,577,1.0,9.0
30333,two4science,522,2.0,5.0
132121,TZ Net GmbH,435,1.0,29.0
62183,Uitgeverij Genoeg,919,1.0,23.0
14719,Ulenspiegel Druck GmbH & Co. KG,640,2.0,28.0
14916,Ulmer Weltladen,742,2.0,38.0
14691,Ulrike Häussler,529,1.0,7.0
14983,Universität Kassel Hessische Staatsdomäne,389,3.0,31.0
14977,Unser Kastanienhof,388,2.0,25.0
45134,Unternehmensberatung & Training Dr. Sukowski,250,1.0,14.0
74298,Unternehmensberatung Hagmann,32,1.0,7.0
14757,UnternehmensGrün e.V.,207,2.0,2.0
124485,UnternehmensSinn PartG,208,1.0,7.0
25349,UnternehmensSinn PartGes,221,1.0,7.0
83220,upDATE Gesellschaft für Beratung und Training mbH,757,2.0,7.0
92383,Urbaser S.A,836,\N,26.0
66816,Urpunkt,175,1.0,7.0
14876,Urte Töpfer – Wirtschaften mit Menschen,226,1.0,7.0
92463,USS,829,1.0,26.0
14795,Vägen Ut! Kooperativen,926,5.0,8.0
40899,Vanovi Design,247,2.0,23.0
14917,Vaude,734,12.0,36.0
14749,ver.de für nachhaltige Entwicklung e.G.,608,1.0,18.0
44757,Verein freipflanzen,92,1.0,25.0
37618,Vereinigte Volksbank eG,371,6.0,4.0
92461,"Veritable, SL",806,1.0,26.0
143256,Vermessung Schubert ZT GmbH,31,5.0,33.0
36795,Veronika Lamprecht GAIA-Akademie,48,1.0,7.0
143242,Versicherungsagentur Halmenschlager GmbH,29,2.0,18.0
82861,vhs Kempten,714,4.0,10.0
153963,viadee Unternehmensberatung AG,451,6.0,7.0
38378,Videotechnik Ing. Friedel HANS e.U.,23,2.0,8.0
92375,Viña ecológica Miguel Poveda Justamante,799,\N,26.0
21406,Vinzenz Service GmbH,563,6.0,33.0
102365,Vinzenz Service GmbH,740,5.0,37.0
93793,Vision11 GmbH,603,5.0,7.0
25050,visuellverstehen GmbH,323,3.0,9.0
15653,Vitark NV,172,1.0,7.0
94595,Vivat Lingua! Sprachtrainingsprogramme GmbH,556,3.0,10.0
14962,Voelkel GmbH,352,6.0,25.0
45136,Volkshilfe Tirol,92,5.0,16.0
61662,Vollkornbäckerei Barth GmbH,491,4.0,25.0
14877,Vollkornbäckerei Niemand GmbH,496,4.0,8.0
44965,Vorarlberger Gemeindeverband,132,2.0,29.0
124636,Vorarlberger Landes-Versicherung V.a.G.,135,6.0,18.0
14972,Vorarlberger Landesversicherung V.a.G,135,6.0,13.0
101572,w e i s s Architekten,676,3.0,6.0
45138,Walch Bewegt GmbH,118,2.0,38.0
41075,Waldkindergarten St. Andrä,39,2.0,10.0
14777,Waldorfschulverein Freiburg St. Georgen,593,5.0,10.0
14878,Waldorfschulverein Wetterau e.V.,513,5.0,10.0
14918,Waldtraud Dietrich,112,1.0,7.0
14693,Wasmuth & Hörstel,490,1.0,33.0
14779,WBS TRAINING AG,239,12.0,10.0
37562,Weingut Jurtschitsch,41,4.0,25.0
14694,Weiz Stadtmarketing KG,151,2.0,1.0
45140,"wellYunit, Sabine Siehl e.K.",285,1.0,19.0
38148,Weltladen Lienz,164,2.0,38.0
41212,Weltweitwandern GmbH,147,2.0,37.0
115469,WERKHAUS Design + Produktion GmbH,346,6.0,26.0
14879,werkzwei – Lutz Dudek,379,1.0,33.0
77336,Werner Furtner Consulting,665,1.0,7.0
35667,Wertachtal-Werkstätten gGmbH,724,6.0,16.0
14715,Werte-voller-Leben GmbH & Co KG,695,2.0,16.0
14880,WeShareIT-Ulrich Lang,573,1.0,7.0
25379,Westerwald-Brauerei H.Schneider GmbH & Co.KG,495,5.0,25.0
14956,"Westphal & Baade, Abyme GbR",231,1.0,38.0
35606,WEtell GmbH,591,2.0,35.0
92341,WeWater,842,\N,26.0
24791,WFG Bornheim,484,2.0,33.0
14919,Wiedemann Jörn,713,1.0,7.0
16161,Wiehag Holding GmbH,59,6.0,6.0
48061,Wildbad Rothenburg Evgl. Tagungsstätte KdöR,771,4.0,37.0
47816,Willert Holding GmbH,693,1.0,30.0
112793,Willmes und Partner,506,3.0,7.0
30343,Windkraft Simonsfeld AG,19,5.0,12.0
14799,Winkler Solar GmbH,124,3.0,12.0
111946,Wino Biolandbau GmbH&Co.KG,572,3.0,25.0
24901,Wipptalreisen OHG,901,2.0,39.0
14991,Wir Kinder der Erde – Wildnisschule Bayern,710,1.0,32.0
45142,WirkWandel Impuls GmbH,246,2.0,7.0
102421,Wirtschaftsförderung Münster GmbH,452,3.0,26.0
14881,Wissenschaftsladen Hannover e.V.,357,1.0,10.0
18750,WITTIG HR CONSULTING,517,1.0,7.0
154693,WITTIG HR Consulting,517,1.0,7.0
14882,Wittig HR-CONSULTING,517,1.0,7.0
132129,WMC Diktiersysteme GmbH,434,2.0,33.0
55745,wobkom GmbH,431,1.0,33.0
37744,Wodara Immobilien e.K.,252,1.0,7.0
36556,Wofgang Biebel,26,1.0,7.0
14758,Wohnanlage Fasanenhof gGmbH,545,4.0,16.0
25192,Wolf Oeding Unternehmensberatung,312,1.0,7.0
30100,WOOD Kollnig Handelsagentur,165,1.0,8.0
46088,Yellow Birds Consulting GmbH & Co. KG,745,1.0,7.0
143436,Yellow Birds GmbH,743,1.0,7.0
19131,Ynova Innovation Company BV,922,1.0,7.0
159682,YYYY Test,234,4.0,7.0
159686,YYYY Test,234,4.0,7.0
153924,ZABELDruck GmbH,581,2.0,28.0
14920,Zahnarztpraxis am Kreuzberg,228,2.0,16.0
124481,Zahnarztpraxis am Kreuzberg,228,2.0,16.0
30353,Zallis Naturkost Cafe,658,1.0,25.0
92485,Zaragoza Vivienda,868,1.0,26.0
44959,Zentrum Mensch Andrea Stoffers,425,1.0,16.0
118849,Zentrum Zeitgenössischer Musik – Kunsthaus Nexus,90,2.0,1.0
92844,Zimmerei Diedrich – Die Gesundhausbauer GmbH,413,3.0,6.0
45156,zimmerwerkstatt Nicola Bannier und Michael Weber,349,1.0,8.0
14718,Zukunftswerk eG,639,2.0,7.0
30321,zündstoff. fair organic clothing S. Klemz & M. Rau GbR,589,2.0,36.0
14728,\N,\N,1.0,\N
